UTAStopID,StopName,StopLat,StopLon,StopOn,StopOff,StopTotal
101151,1700 S @ 1264 E,40.73350326,-111.85459,11.261182,12.683617,23.944799
101152,1700 S @ 1488 E,40.73354115,-111.8483101,8.932264,8.427752,17.360016
101153,1700 S @ 1315 E,40.73408278,-111.8535418,2.523474,6.106851,8.630325
101154,1700 S @ 1119 E,40.73356752,-111.859008,16.833015,5.987357,22.820372
101155,1700 S @ 881 E,40.733557,-111.8657014,16.101922,17.388288,33.49021
101156,1700 S @ 691 E,40.73354063,-111.8717557,2.556283,5.507214,8.063497
101158,400 W @ 320 S,40.76230786,-111.9026713,15.234029,0.770748,16.004777
101160,1700 S @ 113 E,40.73357422,-111.8877953,37.105815,30.07776,67.183575
101162,3900 S @ 1377 E,40.68714336,-111.8523447,4.745472,4.082905,8.828377
101163,Cottonwood Pkwy @ 2985 E,40.63258471,-111.808756,1.622453,23.050539,24.672992
101164,3600 W @ 3122 S,40.70362659,-111.9772025,9.665864,9.644737,19.310601
101165,3600 W @ 3460 S,40.69741768,-111.9771394,2.567056,32.194843,34.761899
101168,Redwood Rd @ 4585 S,40.6712041,-111.9389852,75.813921,19.46186,95.275781
101169,Cougar Ln @ 6226 S,40.63794597,-112.0055992,4.396562,11.646133,16.042695
101172,Wasatch Blvd @ 8337 S,40.600601,-111.796721,0,0,0
101173,Wasatch Blvd @ 8304 S,40.599713,-111.797121,0,0,0
101181,4800 W @ 4667 S,40.6680667,-112.0055943,9.2943,5.134663,14.428963
101182,Copper City Drive @ 5991 S,40.64240124,-112.0335418,0.816299,0.164126,0.980425
101187,5600 W @ 3606 S,40.69582838,-112.0249757,9.679736,10.71431,20.394046
101188,5600 W @ 4750 S,40.66788495,-112.0247875,2.164027,1.515445,3.679472
101189,5600 W @ 5106 S,40.65850414,-112.0247642,0.875767,4.742083,5.61785
101191,6200 S / Wakefield Way (EB),40.63852611,-112.0314119,0.489131,9.580664,10.069795
101192,7000 S @ 5305 W,40.62411394,-112.0176564,1.268978,0.170953,1.439931
101193,7000 S @ 5153 W,40.62399022,-112.0135659,1.209199,0.277422,1.486621
101194,7000 S @ 4825 W,40.62407042,-112.0060212,4.617291,1.785027,6.402318
101195,7000 S @ 4848 W,40.62416546,-112.0062428,1.834141,4.531348,6.365489
101196,7000 S @ 5154 W,40.62405182,-112.0131519,0.04762,0.745589,0.793209
101197,7000 S @ 5296 W,40.62411635,-112.0174318,0.038462,1.768633,1.807095
101198,Clearnates Dr @ 6673 S,40.63022441,-112.0173528,1.954207,5.120439,7.074646
101199,6200 S @ 5950 W,40.63873771,-112.0322573,1.586268,0,1.586268
101201,5600 W @ 5107 S,40.65810276,-112.0245657,3.959626,0.328314,4.28794
101202,5600 W @ 4751 S,40.66742848,-112.0245893,1.094437,2.337747,3.432184
101204,5600 W @ 3737 S,40.69118505,-112.024731,0.457708,0.249468,0.707176
101205,5600 W @ 3401 S,40.69744014,-112.0247384,11.617608,12.407508,24.025116
101206,900 S @ 85 E,40.74984049,-111.8889029,24.862321,14.45503,39.317351
101207,900 S @ 120 E,40.74972837,-111.8876246,20.330178,24.179801,44.509979
101208,6200 S / 5700 W (EB),40.63846636,-112.0264945,117.346019,142.822391,260.16841
101214,600 N @ 1316 W,40.78248472,-111.9291638,10.249586,1.512202,11.761788
101215,600 N @ 1425 W,40.78229254,-111.9313584,3.181804,7.833216,11.01502
101216,Catherine Street @ 565 N,40.78197063,-111.9321693,7.025372,4.354367,11.379739
101217,600 N @ 1313 W,40.78237329,-111.9282256,0.271003,3.155717,3.42672
101225,2700 S @ 1959 E,40.71386962,-111.8346454,1.787834,0.412597,2.200431
101226,2700 S @ 1851 E,40.71472995,-111.838463,1.667175,0.429685,2.09686
101227,1700 E @ 2501 S,40.71733043,-111.8421023,3.604661,0.321608,3.926269
101228,1700 E @ 2498 S,40.7168446,-111.8417679,1.53399,5.385789,6.919779
101229,Pieper Blvd @ 5187 S,40.6569904,-112.0071743,2.55451,0.285716,2.840226
101230,4980 W @ 4983 S,40.66115005,-112.0094393,2.997159,0.867975,3.865134
101231,4980 W @ 4869 S,40.6654866,-112.0075166,2.833205,2.037177,4.870382
101233,Clernates Dr @ 6395 S,40.63527935,-112.0183661,0.095238,3.125204,3.220442
101234,Clernates Dr @ 6473 S,40.63358435,-112.0174431,0.02381,2.251528,2.275338
101235,Clernates Dr @ 6857 S,40.62651194,-112.0179709,0.207248,1.825777,2.033025
101236,Cougar Ln @ 6865 S,40.62672668,-112.0064287,6.124002,1.382128,7.50613
101237,Cougar Ln @ 6866 S,40.6260297,-112.0061648,1.698819,4.7028,6.401619
101238,Cougar Ln @ 6562 S,40.63185703,-112.0073145,0.407818,4.574556,4.982374
101239,6200 S @ 4485 W,40.6385195,-111.9976074,3.374193,0.097884,3.472077
101240,6200 S @ 4476 W,40.63863341,-111.9978013,0.481305,4.440238,4.921543
101241,6200 S @ 4653 W,40.63851289,-112.0011935,5.388207,1.792528,7.180735
101242,6200 S @ 4215 W,40.63851817,-111.9921154,5.981732,0.596129,6.577861
101243,6200 S @ 4226 W,40.63863112,-111.9914555,1.232267,6.386975,7.619242
101244,6200 S @ 3809 W,40.63852119,-111.9825313,9.225477,12.080102,21.305579
101245,6200 S @ 3854 W,40.63863362,-111.982883,7.396548,6.393407,13.789955
101246,6200 S @ 3709 W,40.63840777,-111.9788527,23.480661,13.241511,36.722172
101247,6200 S @ 3690 W,40.6386107,-111.9797999,9.428054,24.802825,34.230879
101248,6200 S @ 3185 W,40.638519,-111.9663927,0.758881,1.04321,1.802091
101249,6200 S @ 3184 W,40.63863082,-111.966782,1.465291,2.330284,3.795575
101250,6200 S @ 2685 W,40.63851883,-111.9571186,1.084992,0.872098,1.95709
101251,6200 S @ 2684 W,40.63862918,-111.9567849,5.780404,0.960844,6.741248
101253,6235 S @ 1354 W,40.63793056,-111.9318267,0.095819,0.04762,0.143439
101254,6235 S @ 1370 W,40.63794641,-111.9301792,0.456191,3.646121,4.102312
101257,4800 W @ 4688 S,40.66782785,-112.0058023,4.724184,8.408687,13.132871
101258,1700 S @ 1788 E,40.73362605,-111.8386996,1.279036,0,1.279036
101259,1700 S @ 1799 E,40.73359945,-111.8398524,0.091414,1.725634,1.817048
101266,5600 W @ 5389 S,40.65368495,-112.0246408,11.317038,0.615276,11.932314
101267,9000 S @ 843 E,40.58835588,-111.8707968,3.424312,3.460257,6.884569
101268,7800 S @ 1855 W,40.609444,-111.9421257,0.390539,0.880682,1.271221
101270,Beck Street @ 1445 N,40.79916696,-111.9096598,4.769345,1.709772,6.479117
101271,Beck Street @ 1765 N    (Salt Lake),40.80546751,-111.9170488,9.259006,4.154365,13.413371
101272,Beck Street @ 1444 N,40.79914501,-111.9093238,1.426251,6.985938,8.412189
101273,Beck Street @ 1778 N,40.80548122,-111.9168083,3.870829,8.701776,12.572605
101277,State St @ 5131 S,40.66000996,-111.8881865,22.173654,16.773008,38.946662
101280,Bengal Blvd @ 2925 E,40.60947367,-111.8098283,2.896552,0.06957,2.966122
101285,900 E @ 118 S,40.76653776,-111.8654116,14.526123,6.433459,20.959582
101286,900 E @ 63 S,40.76757728,-111.8652748,7.39568,32.878828,40.274508
101290,Sandy Parkway @ 8625 S,40.59573284,-111.9054886,2.298137,1.758419,4.056556
101291,3200 W @ 8400 S,40.59889839,-111.9674,1.325362,1.191945,2.517307
101292,3200 W @ 8550 S,40.59622239,-111.9673986,0.233977,0.525037,0.759014
101293,California Ave @ 2125 W,40.74058675,-111.9524225,0.052766,0,0.052766
101294,Greenwood Ter @ 816 S,40.75151849,-111.845318,2.483936,4.808639,7.292575
101295,900 E @ 696 S,40.75381218,-111.8653837,8.876015,10.14237,19.018385
101296,Redwood Rd @ 9843 S,40.57228027,-111.9385629,7.844831,1.973303,9.818134
101297,6200 S @ 5680 W,40.63854829,-112.026513,0.222708,0.179741,0.402449
101298,2000 E @ 2831 S,40.71081119,-111.8340674,5.414255,0.294564,5.708819
101299,1700 E @ 1797 S,40.7325249,-111.8421993,1.900291,0.061553,1.961844
101302,900 S @ 1308 E,40.75012998,-111.85386,0.678927,10.54068,11.219607
101303,900 S @ 1281 E,40.75052025,-111.8539382,4.588741,2.136924,6.725665
101311,3500 S @ 6888 W,40.69654619,-112.0575641,1.172769,4.581589,5.754358
101312,Centennial Pkwy @ 10048 S,40.56901357,-111.8959063,1.384941,2.347472,3.732413
101313,South Jordan Pkwy @ 428 W,40.55909388,-111.9036094,2.730032,0.519539,3.249571
101314,Bennion Blvd @ 1652 W,40.63850529,-111.9376185,12.348459,5.108495,17.456954
101322,4800 W @ 6740 S,40.62866643,-112.0071107,2.038431,1.946184,3.984615
101323,4800 W @ 6725 S,40.62897121,-112.0070868,1.772862,1.690054,3.462916
101326,SLCC Transit Center,40.67408589,-111.9402749,61.391919,85.447598,146.839517
101327,SLCC Transit Center,40.67354923,-111.9402845,92.115478,71.86275,163.978228
101328,SLCC Transit Center,40.67406139,-111.9406229,57.407842,127.248809,184.656651
101329,SLCC Transit Center,40.67395845,-111.9404591,91.171345,156.319189,247.490534
101333,Redwood Rd @ 2910 S,40.70813944,-111.9390686,14.417589,5.905333,20.322922
101334,Redwood Rd @ 2911 S,40.70778898,-111.9388386,4.095385,9.952176,14.047561
101335,Redwood Rd @ 2499 S,40.71669825,-111.9388572,16.886627,42.066787,58.953414
101336,Redwood Rd @ 2327 S,40.72039164,-111.9388585,21.447798,30.424115,51.871913
101340,1300 E @ 2680 S,40.71360388,-111.8536122,2.540816,20.669016,23.209832
101342,6200 S @ 3363 W,40.6385285,-111.9693228,0.786312,0.43147,1.217782
101343,6200 S @ 3366 W,40.63864547,-111.9701946,0,0.476191,0.476191
101346,900 E @ 7048 S,40.623237,-111.8660407,0.181071,0.839912,1.020983
101347,900 E @ 30 S,40.76858736,-111.8654757,17.161117,14.464461,31.625578
101351,1900 E @ 1619 S,40.73407543,-111.8365812,0.614999,0.184211,0.79921
101355,Wasatch Blvd @ 3491 S,40.69558706,-111.7954141,5.001437,1.389395,6.390832
101356,Redwood Rd @ 3140 S,40.70300916,-111.9390709,24.77698,21.103134,45.880114
101358,Redwood Rd @ 2650 S,40.71338808,-111.9390782,12.653547,4.102971,16.756518
101359,900 E @ 4409 S,40.67566307,-111.8654775,71.562624,35.799791,107.362415
101360,900 E @ 213 S,40.76485033,-111.8652671,10.468893,59.562889,70.031782
101361,9800 S @ 1991 E,40.57321313,-111.8343711,2.763178,1.600766,4.363944
101362,9800 S @ 2401 E,40.57314838,-111.8239911,2.713806,1.114248,3.828054
101364,Temple Drive @ 10770 S,40.55567029,-111.9292001,0.341451,1.344339,1.68579
101367,Redwood Rd @ 2470 S,40.71756869,-111.9390984,38.799783,18.913026,57.712809
101368,Mt Jordan Rd @ 9658 S,40.575805,-111.8181312,1.826755,2.47964,4.306395
101369,9800 S @ 2567 E,40.57335431,-111.818473,0.44965,0.852097,1.301747
101370,1300 W @ 6286 S,40.63751261,-111.9293482,0.555008,0.04,0.595008
101371,1300 W @ 6500 S,40.63329306,-111.929264,1.913689,0.401681,2.31537
101372,Winchester Dr @ 1198 W,40.63035778,-111.9239351,2.647651,0.372527,3.020178
101373,Winchester St @ 990 W,40.63099933,-111.9173586,1.178671,0.083914,1.262585
101374,Winchester Dr @ 715 W,40.63171776,-111.9105155,1.432078,5.777881,7.209959
101375,Winchester Dr @ 716 W,40.63163928,-111.9107865,3.559899,0.545495,4.105394
101376,Winchester St @ 991 W,40.63102282,-111.9174793,0.071429,1.055123,1.126552
101377,Winchester Dr @ 1225 W,40.63029988,-111.9250026,0.600927,3.733062,4.333989
101378,1300 W @ 6471 S,40.633713,-111.9292226,0.10381,0.507768,0.611578
101379,Mario Capecchi / South Campus (SB),40.76150338,-111.8354925,48.061697,8.571089,56.632786
101382,2100 S @ 1383 E,40.72580411,-111.8513916,2.467404,3.811874,6.279278
101383,2100 S @ 1266 E,40.72535594,-111.8545283,12.871813,30.955866,43.827679
101384,1300 E @ 1134 S,40.74404682,-111.8480189,1.178151,6.580483,7.758634
101385,4100 S @ 5374 W,40.68199591,-112.0203187,32.566431,6.192037,38.758468
101386,Redwood Rd @ 3538 S,40.6958473,-111.9390461,115.002905,96.643077,211.645982
101388,4715 S @ 4036 W,40.66753314,-111.9878302,24.077635,29.901924,53.979559
101389,West Temple @ 3112 S,40.70153648,-111.8949157,2.739562,2.343524,5.083086
101391,Bennion Blvd @ 3008 W,40.63862647,-111.9643959,0.07259,1.444094,1.516684
101392,Bennion Blvd @ 2899 W,40.63851933,-111.9632348,0.853528,0.110471,0.963999
101398,3300 S @ 1226 W,40.69949149,-111.9262388,25.93388,35.192329,61.126209
101399,3500 S @ 7250 W,40.69655776,-112.0645386,27.591477,99.349108,126.940585
101400,3500 S @ 8010 W,40.69656209,-112.0827732,16.293781,73.773707,90.067488
101401,3500 S @ 6361 W,40.69648119,-112.0431768,69.394804,8.984972,78.379776
101402,3500 S @ 5551 W,40.696499,-112.022951,84.819161,49.180534,133.999695
101403,3300 S @ 1219 W,40.69930308,-111.9260566,37.798746,24.936811,62.735557
101408,Highland Dr @ 3795 S,40.68876625,-111.845742,12.220987,7.381938,19.602925
101409,200 S / Rio Grande St (WB),40.7650888,-111.9047687,28.771643,215.605189,244.376832
101412,3500 S @ 8370 W,40.69697469,-112.0909225,72.314788,101.915684,174.230472
101413,3500 S @ 8385 W,40.69639904,-112.0909366,72.93899,53.305728,126.244718
101414,3500 S @ 4785 W,40.69651514,-112.0048011,73.423562,24.341199,97.764761
101418,6200 S @ 2210 E,40.638493,-111.8277833,0.278344,0.632653,0.910997
101419,6200 S @ 2157 E,40.63852767,-111.8292333,0,0,0
101420,Kestrel Rise Rd @ 11685 S,40.53820375,-111.9983287,1.30003,1.096379,2.396409
101421,Kestrel Rise Rd @ 11684 S,40.53824971,-111.9984075,0.891207,1.106115,1.997322
101422,Kestrel Rise Rd @ 11558 S,40.54156758,-111.998502,0.298372,0.660425,0.958797
101423,Kestrel Rise Rd @ 11551 S,40.54162808,-111.9983535,0.314362,0.600195,0.914557
101424,Kestrel Rise Rd @ 11368 S,40.54459233,-112.0002572,0.139952,0.723272,0.863224
101425,Kestrel Rise Rd @ 11351 S,40.54473429,-112.0002944,0.328617,0.571303,0.89992
101426,State St @ 3925 S,40.68642459,-111.888125,81.612943,31.760373,113.373316
101427,Meadowbrook Expwy. @ 950 W,40.68665204,-111.9195072,12.341854,14.506802,26.848656
101429,900 W @ 805 S,40.75175038,-111.9165031,7.292024,5.455888,12.747912
101431,3500 S @ 8013 W,40.69644111,-112.0825734,69.403593,14.215057,83.61865
101437,3500 S @ 8927 W,40.69669375,-112.1044919,6.703092,6.872858,13.57595
101440,Highland Dr @ 6800 S,40.62775252,-111.834138,0.512305,16.658232,17.170537
101441,Highland Dr @ 6827 S,40.62722853,-111.8339181,25.195352,1.261028,26.45638
101444,State St @ 9345 S,40.5814763,-111.8907451,2.569565,1.610863,4.180428
101445,State St @ 9646 S,40.57625409,-111.890953,2.615182,5.442614,8.057796
101446,State St @ 9438 S,40.57989023,-111.8910055,1.322978,1.919214,3.242192
101447,State St @ 9044 S,40.58728041,-111.8909991,2.899603,3.019275,5.918878
101448,State St @ 9481 S,40.57910435,-111.8907451,0.680677,0.564653,1.24533
101450,3500 S @ 2223 W,40.69655759,-111.9476818,13.173205,13.360638,26.533843
101456,300 W @ 1774 S,40.73162474,-111.8995894,2.658103,5.527954,8.186057
101459,300 W @ 1800 S,40.73075215,-111.8997666,2.408659,2.519902,4.928561
101469,North Temple / State St (WB),40.77156671,-111.8893182,354.682935,167.929503,522.612438
101471,Highland Dr @ 6271 S,40.63754062,-111.8342969,12.527218,1.004451,13.531669
101472,3100 S @ 9196 W,40.70371352,-112.110063,12.935351,13.113017,26.048368
101473,Lake Park Blvd @ 4255 W,40.7109655,-111.993866,0.551139,0.673029,1.224168
101474,Lake Park Blvd @ 4256 W,40.71110575,-111.9944953,0.149024,0,0.149024
101475,Vestry Rd @ 1038 E,40.494103,-111.862135,1.02,0,1.02
101476,Vestry Rd @ 1035 E,40.4960325,-111.8609595,0,1.166666,1.166666
101477,Pieper Blvd @ 5111 S,40.659208,-112.0087031,2.038116,0.540794,2.57891
101478,State St @ 5223 S,40.65742621,-111.8882059,44.626653,33.405741,78.032394
101479,500 E @ 868 S,40.75011447,-111.876838,27.231396,21.561618,48.793014
101480,Bengal Blvd @ 3274 E,40.60940233,-111.801712,0,0.50466,0.50466
101481,Bengal Blvd @ 3281 E,40.60945733,-111.802124,0.175439,0,0.175439
101491,Highland Dr @ 6065 S,40.64066528,-111.8349085,12.879646,1.079402,13.959048
101492,Highland Dr @ 8291 S,40.60062834,-111.8323635,1.690315,0.072372,1.762687
101493,Highland Dr @ 8350 S,40.59956405,-111.8322958,0.108473,1.909759,2.018232
101494,Highland Dr @ 7215 S,40.62007094,-111.8342313,13.44466,0.50054,13.9452
101498,3300 S @ 120 E,40.69978407,-111.8873521,54.334891,43.341641,97.676532
101501,3100 S @ 3248 W,40.70396695,-111.9684864,2.02705,5.789582,7.816632
101502,5600 W @ 3061 S,40.70466624,-112.0247638,1.432117,9.510527,10.942644
101503,Highbury Parkway @ 5500 W,40.7079429,-112.022707,1.079485,2.137436,3.216921
101504,Daybury Drive @ 2675 S,40.71007043,-112.0210745,1.50931,1.640064,3.149374
101505,5600 W @ 3122 S,40.70340948,-112.025018,11.406964,2.439491,13.846455
101506,Main St @ 4434 S,40.67530742,-111.8912596,16.520239,18.239809,34.760048
101507,9000 S @ 138 W,40.5881802,-111.8951954,2.02409,1.896921,3.921011
101508,3100 S @ 3157 W,40.70385445,-111.9670363,5.946531,1.856831,7.803362
101509,7800 S @ 1780 W,40.60959804,-111.94093,2.245275,1.34634,3.591615
101511,6200 S @ 4662 W,40.63861929,-112.0012907,0.414857,3.238055,3.652912
101516,Constitution Blvd @ 3755 S,40.690449,-111.9578804,3.058806,23.892898,26.951704
101517,Balsa Ave @ 5388 W,40.636486,-112.0195815,1.640235,4.861478,6.501713
101518,Balsa Ave @ 5387 W,40.63620606,-112.0191984,1.523963,0.349964,1.873927
101519,SLCC-Jordan Campus,40.58457289,-111.9732985,86.975816,67.529661,154.505477
101522,U President`s Circle (SB Stop A),40.76563467,-111.8524147,153.946353,69.544248,223.490601
101523,U President`s Circle (NB Stop B),40.76581012,-111.8523218,52.450225,149.288799,201.739024
101527,Pioneer Rd / Fort St (EB),40.52513529,-111.8628417,0.208685,2.61079,2.819475
101528,Draper Town Center Station (Bay B),40.52532248,-111.8577392,0.60604,18.756365,19.362405
101529,1000 E @ 12121 S,40.5310518,-111.8626724,0,0,0
101530,1000 E @ 11825 S,40.5364614,-111.862736,0,0,0
101531,11400 S @ 955 E,40.5441018,-111.863683,0.05719,0.027778,0.084968
101532,11400 S @ 825 E,40.5443544,-111.8683982,0.09375,0.03125,0.125
101542,11400 S @ 730 E,40.54428177,-111.8709002,1.387754,0.620721,2.008475
101543,11400 S @ 840 E,40.54419731,-111.8676432,0.020408,0.062961,0.083369
101544,1000 E @ 11420 S,40.54385846,-111.8628931,1.047312,1.085856,2.133168
101545,1000 E @ 11840 S,40.53622454,-111.8627836,0.126773,0.088251,0.215024
101546,1000 E @ 12040 S,40.53095169,-111.8626805,0,0.085903,0.085903
101547,1300 E @ 12760 S,40.519222,-111.853323,0,0,0
101548,1300 E @ 13556 S,40.504742,-111.853398,0,0.142857,0.142857
101550,500 E @ 1034 S,40.74659445,-111.8768063,7.249344,11.304858,18.554202
101551,Balsa Ave @ 5560 W,40.63632889,-112.02392,2.117132,5.494433,7.611565
101552,5400 S / Rocky Ridge Rd (WB),40.65308772,-112.0283079,0.206544,5.765902,5.972446
101553,6200 S @ 2016 E,40.63855933,-111.8336083,0.224138,0.086207,0.310345
101558,Glen Eagles Drive @ 2791 S,40.70962657,-112.0264272,0.422842,0.84078,1.263622
101559,5630 W @ 2750 S,40.70911945,-112.0253022,3.09172,2.500584,5.592304
101560,2700 S @ 5520 W,40.71117988,-112.0226549,11.227509,15.252392,26.479901
101567,Olympus Cove P+R (Bay D),40.68759805,-111.7966463,61.367746,45.254978,106.622724
101569,Olympus Cove P+R (Bay F),40.6875176,-111.7968211,76.699778,79.621229,156.321007
101570,Olympus Cove P+R (Bay A),40.68747368,-111.796995,69.011776,60.125534,129.13731
101571,Olympus Cove P+R (Bay B),40.68791121,-111.7967905,60.249926,58.911481,119.161407
101574,Redwood Rd @ 12640 S,40.5214495,-111.9389457,1.698364,0.474002,2.172366
101575,Redwood Rd @ 12830 S,40.51806125,-111.9387847,0.397747,0.262082,0.659829
101576,Redwood Rd @ 13166 S,40.51203081,-111.9387509,0.431195,0.372817,0.804012
